"taxon","clade","node","preceding.node","mass.node","mass.preceding.node","mass.change","edge.length","mass.by.edge"
"Anomalurus derbianus|Anomalurus pusillus|Anomalurus beecrofti|Anomalurus pelii|Zenkerella insignis|Idiurus macrotis|Idiurus zenkeri|Pedetes capensis|Allactaga elater|Allactaga tetradactyla|Sicista betulina|Sicista subtilis|Napaeozapus insignis|Zapus hudsonius|Zapus princeps|Zapus trinotatus|Dipus sagitta|Jaculus jaculus|Jaculus orientalis|Pygeretmus pumilio|Taterillus arenarius|Taterillus emini|Taterillus gracilis|Taterillus pygargus|Ammodillus imbellis|Meriones libycus|Meriones shawi|Meriones unguiculatus|Meriones crassus|Meriones persicus|Meriones hurrianae|Sekeetamys calurus|Psammomys obesus|Tatera indica|Tatera guineae|Tatera nigricauda|Tatera leucogaster|Tatera inclusa|Tatera brantsii|Tatera robusta|Tatera afra|Tatera valida|Desmodilliscus braueri|Gerbillus gleadowi|Gerbillus andersoni|Gerbillus nigeriae|Gerbillus gerbillus|Gerbillus cheesmani|Gerbillus pyramidum|Gerbillus henleyi|Gerbillus perpallidus|Gerbillus nanus|Gerbillus amoenus|Gerbillus simoni|Gerbillus dasyurus|Gerbillus pusillus|Gerbillus campestris|Pachyuromys duprasi|Desmodillus auricularis|Gerbillurus paeba|Gerbillurus tytonis|Gerbillurus setzeri|Gerbillurus vallinus|Myospalax myospalax|Chinchillula sahamae|Chilomys instans|Euneomys fossor|Euneomys petersoni|Euneomys mordax|Euneomys chinchilloides|Punomys lemminus|Delomys dorsalis|Delomys sublineatus|Galenomys garleppi|Phaenomys ferrugineus|Wiedomys pyrrhorhinos|Chelemys macronyx|Chelemys megalonyx|Juscelinomys candango|Oxymycterus paramensis|Oxymycterus angularis|Oxymycterus nasutus|Oxymycterus hucucha|Oxymycterus hiska|Oxymycterus hispidus|Oxymycterus rufus|Oxymycterus delator|Oxymycterus akodontius|Oxymycterus roberti|Oxymycterus inca|Oxymycterus iheringi|Reithrodon auritus|Calomys hummelincki|Calomys callosus|Calomys lepidus|Calomys sorellus|Calomys musculinus|Calomys tener|Calomys callidus|Calomys laucha|Calomys boliviae|Bibimys chacoensis|Bibimys torresi|Kunsia fronto|Kunsia tomentosus|Scapteromys tumidus|Aepeomys fuscatus|Aepeomys lugens|Thomasomys daphne|Thomasomys eleusis|Thomasomys taczanowskii|Thomasomys niveipes|Thomasomys ischyurus|Thomasomys gracilis|Thomasomys monochromos|Thomasomys hylophilus|Thomasomys pyrrhonotus|Thomasomys bombycinus|Thomasomys laniger|Thomasomys oreas|Thomasomys baeops|Thomasomys vestitus|Thomasomys paramorum|Thomasomys silvestris|Thomasomys aureus|Thomasomys ladewi|Thomasomys incanus|Thomasomys notatus|Thomasomys cinereus|Thomasomys kalinowskii|Thomasomys rhoadsi|Thomasomys cinereiventer|Thomasomys rosalinda|Oryzomys ratticeps|Oryzomys polius|Oryzomys balneator|Oryzomys intectus|Oryzomys couesi|Oryzomys alfaroi|Oryzomys hammondi|Oryzomys palustris|Oryzomys nitidus|Oryzomys keaysi|Oryzomys yunganus|Oryzomys kelloggi|Oryzomys intermedius|Oryzomys melanotis|Oryzomys xantheolus|Oryzomys buccinatus|Oryzomys chapmani|Oryzomys oniscus|Oryzomys macconnelli|Oryzomys albigularis|Oryzomys levipes|Oryzomys auriventer|Oryzomys legatus|Oryzomys capito|Oryzomys gorgasi|Oryzomys talamancae|Oryzomys subflavus|Oryzomys bolivaris|Oryzomys lamia|Lenoxus apicalis|Holochilus brasiliensis|Holochilus sciureus|Holochilus magnus|Holochilus chacarius|Pseudoryzomys simplex|Rhipidomys mastacalis|Rhipidomys ochrogaster|Rhipidomys austrinus|Rhipidomys latimanus|Rhipidomys nitela|Rhipidomys venezuelae|Rhipidomys wetzeli|Rhipidomys macconnelli|Rhipidomys leucodactylus|Rhipidomys fulviventer|Rhipidomys caucensis|Rhipidomys couesi|Rhipidomys venustus|Eligmodontia moreni|Eligmodontia morgani|Eligmodontia typus|Eligmodontia puerulus|Scolomys melanops|Scolomys ucayalensis|Notiomys edwardsii|Neotomys ebriosus|Rhagomys rufescens|Zygodontomys brevicauda|Zygodontomys brunneus|Andinomys edax|Abrawayaomys ruschii|Microryzomys altissimus|Microryzomys minutus|Andalgalomys olrogi|Andalgalomys pearsoni|Auliscomys sublimis|Auliscomys micropus|Auliscomys boliviensis|Auliscomys pictus|Phyllotis andium|Phyllotis wolffsohni|Phyllotis bonaeriensis|Phyllotis osgoodi|Phyllotis haggardi|Phyllotis caprinus|Phyllotis magister|Phyllotis darwini|Phyllotis amicus|Phyllotis gerbillus|Phyllotis definitus|Phyllotis xanthopygus|Phyllotis osilae|Graomys domorum|Graomys edithae|Graomys griseoflavus|Irenomys tarsalis|Oligoryzomys microtis|Oligoryzomys flavescens|Oligoryzomys eliurus|Oligoryzomys andinus|Oligoryzomys delticola|Oligoryzomys magellanicus|Oligoryzomys chacoensis|Oligoryzomys griseolus|Oligoryzomys fulvescens|Oligoryzomys arenalis|Oligoryzomys nigripes|Oligoryzomys longicaudatus|Oligoryzomys destructor|Melanomys zunigae|Melanomys robustulus|Melanomys caliginosus|Akodon xanthorhinus|Akodon budini|Akodon siberiae|Akodon bogotensis|Akodon latebricola|Akodon mimus|Akodon longipilis|Akodon sanborni|Akodon mansoensis|Akodon lanosus|Akodon aerosus|Akodon nigrita|Akodon urichi|Akodon olivaceus|Akodon iniscatus|Akodon puer|Akodon orophilus|Akodon lindberghi|Akodon azarae|Akodon kofordi|Akodon spegazzinii|Akodon cursor|Akodon neocenus|Akodon dolores|Akodon molinae|Akodon dayi|Akodon varius|Akodon toba|Akodon simulator|Akodon boliviensis|Akodon juninensis|Akodon surdus|Akodon albiventer|Akodon sylvanus|Akodon torques|Akodon affinis|Akodon mollis|Akodon serrensis|Akodon subfuscus|Akodon sanctipaulensis|Akodon fumeus|Akodon illuteus|Akodon kempi|Chroeomys andinus|Chroeomys jelskii|Geoxus valdivianus|Blarinomys breviceps|Oecomys bicolor|Oecomys phaeotis|Oecomys concolor|Oecomys paricola|Oecomys mamorae|Oecomys rex|Oecomys rutilus|Oecomys flavicans|Oecomys cleberi|Oecomys superans|Oecomys trinitatis|Oecomys roberti|Oecomys speciosus|Neacomys guianae|Neacomys tenuipes|Neacomys spinosus|Thalpomys cerradensis|Thalpomys lasiotis|Bolomys lactens|Bolomys lasiurus|Bolomys punctulatus|Bolomys temchuki|Bolomys amoenus|Bolomys obscurus|Wilfredomys oenax|Wilfredomys pictipes|Nectomys parvipes|Nectomys squamipes|Podoxymys roraimae|Anotomys leander|Chibchanomys trichotis|Ichthyomys hydrobates|Ichthyomys tweedii|Ichthyomys pittieri|Ichthyomys stolzmanni|Rheomys mexicanus|Rheomys thomasi|Rheomys raptor|Neusticomys mussoi|Neusticomys peruviensis|Neusticomys monticolus|Neusticomys venezuelae|Neusticomys oyapocki|Sigmodon alleni|Sigmodon hispidus|Sigmodon leucotis|Sigmodon arizonae|Sigmodon mascotensis|Sigmodon fulviventer|Sigmodon ochrognathus|Sigmodon alstoni|Sigmodon inopinatus|Nyctomys sumichrasti|Otonyctomys hatti|Ototylomys phyllotis|Tylomys bullaris|Tylomys tumbalensis|Tylomys nudicaudus|Tylomys mirae|Baiomys musculus|Baiomys taylori|Scotinomys teguina|Scotinomys xerampelinus|Ochrotomys nuttalli|Neotomodon alstoni|Habromys chinanteco|Habromys simulatus|Habromys lophurus|Habromys lepturus|Podomys floridanus|Osgoodomys banderanus|Megadontomys thomasi|Peromyscus truei|Peromyscus gossypinus|Peromyscus zarhynchus|Peromyscus californicus|Peromyscus maniculatus|Peromyscus crinitus|Peromyscus grandis|Peromyscus simulus|Peromyscus melanophrys|Peromyscus yucatanicus|Peromyscus melanocarpus|Peromyscus mexicanus|Peromyscus perfulvus|Peromyscus boylii|Peromyscus bullatus|Peromyscus furvus|Peromyscus guatemalensis|Peromyscus winkelmanni|Peromyscus aztecus|Peromyscus melanotis|Peromyscus gratus|Peromyscus eremicus|Peromyscus hooperi|Peromyscus ochraventer|Peromyscus pectoralis|Peromyscus polionotus|Peromyscus spicilegus|Peromyscus stirtoni|Peromyscus sitkensis|Peromyscus leucopus|Peromyscus megalops|Peromyscus eva|Peromyscus melanurus|Peromyscus mekisturus|Peromyscus merriami|Peromyscus polius|Peromyscus gymnotis|Peromyscus attwateri|Peromyscus difficilis|Onychomys torridus|Onychomys arenicola|Onychomys leucogaster|Isthmomys pirrensis|Reithrodontomys mexicanus|Reithrodontomys brevirostris|Reithrodontomys gracilis|Reithrodontomys darienensis|Reithrodontomys spectabilis|Reithrodontomys creper|Reithrodontomys tenuirostris|Reithrodontomys microdon|Reithrodontomys fulvescens|Reithrodontomys hirsutus|Reithrodontomys megalotis|Reithrodontomys raviventris|Reithrodontomys humulis|Reithrodontomys montanus|Reithrodontomys sumichrasti|Reithrodontomys burti|Reithrodontomys chrysopsis|Hodomys alleni|Xenomys nelsoni|Neotoma cinerea|Neotoma fuscipes|Neotoma bunkeri|Neotoma goldmani|Neotoma micropus|Neotoma albigula|Neotoma martinensis|Neotoma floridana|Neotoma nelsoni|Neotoma palatina|Neotoma angustapalata|Neotoma devia|Neotoma mexicana|Neotoma stephensi|Neotoma bryanti|Neotoma lepida|Neotoma anthonyi|Neotoma phenax|Nelsonia neotomodon|Niviventer cremoriventer|Niviventer fulvescens|Niviventer niviventer|Pseudomys gracilicaudatus|Pseudomys oralis|Pseudomys hermannsburgensis|Pseudomys fumeus|Pseudomys nanus|Pseudomys albocinereus|Pseudomys occidentalis|Pseudomys fuscus|Pseudomys apodemoides|Pseudomys desertor|Pseudomys australis|Pseudomys pilligaensis|Pseudomys johnsoni|Pseudomys novaehollandiae|Pseudomys bolami|Pseudomys shortridgei|Pseudomys fieldi|Pseudomys higginsi|Pseudomys chapmani|Pseudomys delicatulus|Pseudomys laborifex|Melomys leucogaster|Melomys lorentzii|Melomys moncktoni|Melomys fellowsi|Melomys rattoides|Melomys rufescens|Melomys mollis|Melomys obiensis|Melomys bougainville|Melomys capensis|Melomys rubex|Melomys platyops|Melomys lanosus|Melomys cervinipes|Melomys rubicola|Melomys burtoni|Uromys rex|Uromys caudimaculatus|Uromys anak|Uromys neobritanicus|Uromys hadrourus|Zyzomys palatilis|Zyzomys argurus|Zyzomys pedunculatus|Zyzomys maini|Zyzomys woodwardi|Mesembriomys gouldii|Mesembriomys macrurus|Conilurus penicillatus|Leporillus conditor|Notomys mitchellii|Notomys cervinus|Notomys fuscus|Notomys alexis|Notomys aquilo|Leggadina forresti|Leggadina lakedownensis|Otomys saundersiae|Otomys sloggetti|Otomys laminatus|Otomys denti|Otomys maximus|Otomys irroratus|Otomys unisulcatus|Otomys angoniensis|Parotomys brantsii|Parotomys littledalei|Dephomys defua|Dephomys eburnea|Hybomys planifrons|Hybomys trivirgatus|Hybomys univittatus|Hydromys chrysogaster|Xeromys myoides|Malacomys edwardsi|Malacomys longipes|Apodemus mystacinus|Apodemus flavicollis|Apodemus sylvaticus|Apodemus agrarius|Nesokia indica|Desmomys harringtoni|Leopoldamys edwardsi|Leopoldamys sabanus|Mastomys erythroleucus|Mastomys shortridgei|Mastomys natalensis|Mastomys coucha|Bandicota bengalensis|Bandicota indica|Mylomys dybowskii|Pelomys minor|Pelomys fallax|Pelomys isseli|Rattus everetti|Rattus baluensis|Rattus rattus|Rattus argentiventer|Rattus tiomanicus|Rattus tanezumi|Rattus villosissimus|Rattus colletti|Rattus tunneyi|Rattus fuscipes|Rattus lutreolus|Rattus sordidus|Rattus novaeguineae|Rattus leucopus|Rattus mordax|Rattus feliceus|Rattus praetor|Rattus morotaiensis|Rattus jobiensis|Rattus elaphinus|Rattus steini|Rattus annandalei|Rattus exulans|Rattus norvegicus|Arvicanthis blicki|Arvicanthis niloticus|Arvicanthis abyssinicus|Mus booduga|Mus spretus|Mus musculus|Mus mahomet|Mus minutoides|Mus triton|Mus indutus|Mus bufo|Mus musculoides|Mus setzeri|Mus setulosus|Grammomys cometes|Grammomys minnae|Grammomys dolichurus|Grammomys rutilans|Grammomys ibeanus|Grammomys macmillani|Thallomys paedulcus|Muriculus imberbis|Dasymys incomtus|Rhabdomys pumilio|Uranomys ruddi|Lophuromys flavopunctatus|Lophuromys woosnami|Lophuromys melanonyx|Lophuromys sikapusi|Acomys kempi|Acomys cahirinus|Acomys russatus|Acomys wilsoni|Acomys percivali|Acomys subspinosus|Acomys spinosissimus|Acomys minous|Acomys louisae|Berylmys bowersi|Pogonomys sylvestris|Pogonomys championi|Pogonomys macrourus|Pogonomys loriae|Zelotomys hildegardeae|Zelotomys woosnami|Crossomys moncktoni|Pogonomelomys mayeri|Pogonomelomys sevia|Parahydromys asper|Chiruromys lamia|Chiruromys forbesi|Chiruromys vates|Anisomys imitator|Solomys ponceleti|Solomys salebrosus|Coccymys ruemmleri|Microhydromys richardsoni|Macruromys major|Lorentzimys nouhuysi|Leptomys elegans|Leptomys ernstmayri|Mayermys ellermani|Neohydromys fuscus|Paraleptomys rufilatus|Paraleptomys wilhelmina|Pseudohydromys murinus|Pseudohydromys occidentalis|Xenuromys barbatus|Mallomys istapantap|Mallomys aroaensis|Mallomys rothschildi|Mallomys gunung|Hyomys dammermani|Hyomys goliath|Batomys granti|Batomys salomonseni|Maxomys surifer|Maxomys rajah|Maxomys inas|Maxomys whiteheadi|Oenomys hypoxanthus|Oenomys ornatus|Thamnomys kempi|Thamnomys venustus|Myomys fumatus|Myomys derooi|Myomys verreauxii|Myomys daltoni|Stenocephalemys albocaudata|Stenocephalemys griseicauda|Micromys minutus|Lemniscomys barbarus|Lemniscomys rosalia|Lemniscomys macculus|Lemniscomys striatus|Lemniscomys griselda|Golunda ellioti|Stochomys longicaudatus|Bullimus bagobus|Hylomyscus alleni|Hylomyscus stella|Hylomyscus denniae|Apomys microdon|Apomys musculus|Apomys littoralis|Archboldomys luzonensis|Chrotomys gonzalesi|Rhynchomys isarogensis|Aethomys chrysophilus|Aethomys granti|Aethomys kaiseri|Aethomys namaquensis|Aethomys hindei|Stenomys niobe|Stenomys vandeuseni|Stenomys richardsoni|Stenomys verecundus|Colomys goslingi|Chiropodomys gliroides|Hapalomys longicaudatus|Praomys morio|Praomys tullbergi|Praomys jacksoni|Praomys delectorum|Millardia meltada|Phloeomys cumingi|Heimyscus fumosus|Sundamys infraluteus|Sundamys muelleri|Lenothrix canus|Lophiomys imhausi|Dendromus nyikae|Dendromus melanotis|Dendromus mesomelas|Dendromus mystacalis|Dendromus lovati|Deomys ferrugineus|Prionomys batesi|Beamys hindei|Cricetomys emini|Cricetomys gambianus|Saccostomus campestris|Saccostomus mearnsi|Mystromys albicaudatus|Cannomys badius|Rhizomys pruinosus|Rhizomys sumatrensis|Tachyoryctes macrocephalus|Tachyoryctes splendens|Dicrostonyx torquatus|Dicrostonyx hudsonius|Dicrostonyx groenlandicus|Lemmiscus curtatus|Ondatra zibethicus|Lemmus lemmus|Lemmus sibiricus|Myopus schisticolor|Synaptomys borealis|Synaptomys cooperi|Ellobius fuscocapillus|Ellobius talpinus|Prometheomys schaposchnikowi|Phaulomys smithii|Clethrionomys rutilus|Clethrionomys rufocanus|Clethrionomys gapperi|Clethrionomys glareolus|Clethrionomys californicus|Alticola stoliczkanus|Alticola roylei|Alticola argentatus|Alticola strelzowi|Hyperacrius fertilis|Hyperacrius wynnei|Dinaromys bogdanovi|Microtus guatemalensis|Microtus oregoni|Microtus californicus|Microtus canicaudus|Microtus montanus|Microtus pennsylvanicus|Microtus townsendii|Microtus umbrosus|Microtus mexicanus|Microtus miurus|Microtus oaxacensis|Microtus arvalis|Microtus rossiaemeridionalis|Microtus guentheri|Microtus socialis|Microtus pinetorum|Microtus quasiater|Microtus agrestis|Microtus cabrerae|Microtus duodecimcostatus|Microtus multiplex|Microtus savii|Microtus subterraneus|Microtus longicaudus|Microtus ochrogaster|Microtus oeconomus|Microtus chrotorrhinus|Microtus richardsoni|Microtus xanthognathus|Arborimus longicaudus|Arborimus pomo|Arborimus albipes|Phenacomys intermedius|Arvicola sapidus|Arvicola terrestris|Chionomys nivalis|Eolagurus luteus|Neofiber alleni|Leimacomys buettneri|Steatomys parvus|Steatomys pratensis|Steatomys krebsii|Malacothrix typica|Calomyscus bailwardi|Nannospalax ehrenbergi|Nannospalax leucodon|Spalax microphthalmus|Delanymys brooksi|Petromyscus collinus|Petromyscus monticularis|Phodopus campbelli|Phodopus sungorus|Cricetus cricetus|Cricetulus migratorius|Mesocricetus newtoni|Mesocricetus brandti|Mesocricetus auratus|Megadendromus nikolausi|Macrotarsomys bastardi|Macrotarsomys ingens|Brachytarsomys albicauda|Eliurus minor|Eliurus penicillatus|Eliurus webbi|Eliurus majori|Eliurus tanala|Eliurus myoxinus|Gymnuromys roberti|Brachyuromys betsileoensis|Brachyuromys ramirohitra|Nesomys rufus|Hypogeomys antimena|Castor canadensis|Castor fiber|Perognathus xanthanotus|Perognathus alticola|Perognathus merriami|Perognathus flavescens|Perognathus longimembris|Perognathus flavus|Perognathus parvus|Perognathus fasciatus|Perognathus amplus|Perognathus inornatus|Chaetodipus formosus|Chaetodipus arenarius|Chaetodipus intermedius|Chaetodipus lineatus|Chaetodipus nelsoni|Chaetodipus penicillatus|Chaetodipus goldmani|Chaetodipus pernix|Chaetodipus spinatus|Chaetodipus fallax|Chaetodipus californicus|Chaetodipus baileyi|Chaetodipus hispidus|Dipodomys ordii|Dipodomys gravipes|Dipodomys ingens|Dipodomys compactus|Dipodomys californicus|Dipodomys panamintinus|Dipodomys heermanni|Dipodomys stephensi|Dipodomys elator|Dipodomys phillipsii|Dipodomys venustus|Dipodomys elephantinus|Dipodomys agilis|Dipodomys microps|Dipodomys merriami|Dipodomys nitratoides|Dipodomys insularis|Dipodomys deserti|Dipodomys spectabilis|Dipodomys nelsoni|Microdipodops megacephalus|Microdipodops pallidus|Thomomys bottae|Thomomys townsendii|Thomomys umbrinus|Thomomys bulbivorus|Thomomys mazama|Thomomys talpoides|Thomomys monticola|Geomys personatus|Geomys tropicalis|Geomys bursarius|Geomys arenarius|Geomys pinetis|Heteromys goldmani|Heteromys desmarestianus|Heteromys oresterus|Heteromys nelsoni|Liomys adspersus|Liomys salvini|Liomys pictus|Liomys spectabilis|Liomys irroratus|Heteromys australis|Heteromys anomalus|Heteromys gaumeri|Pappogeomys bulleri|Pappogeomys tylorhinus|Pappogeomys gymnurus|Pappogeomys castanops|Pappogeomys alcorni|Pappogeomys zinseri|Pappogeomys fumosus|Pappogeomys merriami|Pappogeomys neglectus|Orthogeomys cavator|Orthogeomys dariensis|Orthogeomys cuniculus|Orthogeomys heterodus|Orthogeomys hispidus|Orthogeomys underwoodi|Orthogeomys lanius|Orthogeomys grandis|Zygogeomys trichopus|Octodon bridgesi|Octodon degus|Octodon lunatus|Pectinator spekei|Massoutiera mzabi|Ctenodactylus gundi|Ctenodactylus vali|Felovia vae|Spalacopus cyanus|Octodontomys gliroides|Ctenomys opimus|Ctenomys steinbachi|Ctenomys nattereri|Ctenomys perrensis|Ctenomys conoveri|Ctenomys validus|Ctenomys occultus|Ctenomys torquatus|Ctenomys frater|Ctenomys dorsalis|Ctenomys porteousi|Ctenomys pontifex|Ctenomys minutus|Ctenomys bonettoi|Ctenomys colburni|Ctenomys saltarius|Ctenomys haigi|Ctenomys sociabilis|Ctenomys tucumanus|Ctenomys boliviensis|Ctenomys tuconax|Ctenomys magellanicus|Ctenomys argentinus|Ctenomys pearsoni|Ctenomys australis|Ctenomys mendocinus|Ctenomys sericeus|Ctenomys azarae|Ctenomys emilianus|Ctenomys lewisi|Ctenomys knighti|Ctenomys brasiliensis|Ctenomys leucodon|Ctenomys maulinus|Ctenomys fulvus|Ctenomys talarum|Ctenomys peruanus|Ctenomys latro|Petromus typicus|Abrocoma cinerea|Myocastor coypus|Thrichomys apereoides|Proechimys dimidiatus|Proechimys hoplomyoides|Proechimys mincae|Proechimys decumanus|Proechimys setosus|Proechimys simonsi|Proechimys oris|Proechimys poliopus|Proechimys amphichoricus|Hoplomys gymnurus|Proechimys cuvieri|Proechimys cayennensis|Lonchothrix emiliae|Proechimys steerei|Clyomys laticeps|Clyomys bishopi|Proechimys semispinosus|Proechimys urichi|Chaetomys subspinosus|Kannabateomys amblyonyx|Olallamys albicauda|Olallamys edax|Dactylomys peruanus|Dactylomys boliviensis|Dactylomys dactylinus|Proechimys guairae|Proechimys longicaudatus|Proechimys gorgonae|Proechimys canicollis|Proechimys magdalenae|Echimys rhipidurus|Echimys unicolor|Echimys pictus|Echimys semivillosus|Echimys grandis|Echimys macrurus|Echimys blainvillei|Echimys saturnus|Echimys nigrispinus|Echimys lamarum|Echimys braziliensis|Echimys dasythrix|Echimys chrysurus|Echimys thomasi|Diplomys caniceps|Diplomys rufodorsalis|Diplomys labilis|Makalata armata|Isothrix bistriata|Isothrix pagurus|Proechimys goeldii|Proechimys myosuros|Proechimys brevicauda|Proechimys albispinus|Proechimys hendeei|Euryzygomatomys spinosus|Proechimys chrysaeolus|Proechimys oconnelli|Proechimys quadruplicatus|Proechimys warreni|Carterodon sulcidens|Proechimys gularis|Proechimys bolivianus|Mesomys hispidus|Mesomys didelphoides|Mesomys stimulax|Mesomys leniceps|Mesomys obscurus|Proechimys iheringi|Capromys pilorides|Geocapromys brownii|Geocapromys ingrahami|Plagiodontia aedium|Heterocephalus glaber|Heliophobius argenteocinereus|Cryptomys ochraceocinereus|Cryptomys damarensis|Cryptomys hottentotus|Georychus capensis|Bathyergus suillus|Bathyergus janetta|Myoprocta acouchy|Myoprocta exilis|Dasyprocta cristata|Dasyprocta leporina|Dasyprocta azarae|Dasyprocta guamara|Dasyprocta punctata|Dasyprocta mexicana|Dasyprocta prymnolopha|Dasyprocta kalinowskii|Dasyprocta fuliginosa|Sphiggurus mexicanus|Sphiggurus insidiosus|Sphiggurus villosus|Sphiggurus vestitus|Sphiggurus spinosus|Echinoprocta rufescens|Coendou bicolor|Coendou prehensilis|Coendou koopmani|Coendou rothschildi|Erethizon dorsatum|Thryonomys swinderianus|Thryonomys gregorianus|Hystrix brachyura|Hystrix indica|Hystrix pumila|Hystrix africaeaustralis|Hystrix cristata|Atherurus macrourus|Atherurus africanus|Trichys fasciculata|Agouti paca|Agouti taczanowskii|Dolichotis patagonum|Dolichotis salinicola|Abrocoma boliviensis|Lagostomus maximus|Chinchilla lanigera|Chinchilla brevicaudata|Lagidium peruanum|Lagidium wolffsohni|Lagidium viscacia|Dinomys branickii|Hydrochaeris hydrochaeris|Kerodon rupestris|Cavia magna|Microcavia shiptoni|Microcavia australis|Microcavia niata|Cavia porcellus|Cavia aperea|Cavia tschudii|Galea spixii|Galea flavidens|Galea musteloides|Cavia fulgida|Aconaemys sagei|Aconaemys fuscus|Tympanoctomys barrerae|Octomys mimax","Failed taxon resolution",3247,3246,2864.88073741185,2134.31188162,-730.56885579185,0.2,3652.84427895925
"Neophocaena phocaenoides","Neophocaena phocaenoides",1736,4990,32500,63125,30625,8.2,3734.75609756097
"Potamochoerus larvatus|Potamochoerus porcus","Potamochoerus",5061,5060,59390.775,118242.683215548,58851.9082155477,15.6,3772.55821894537
"Cercopithecus lhoesti|Cercopithecus preussi|Cercopithecus solatus|Chlorocebus aethiops","Cercopithecinae",4595,4594,4996.80412371134,5766.79264221909,769.988518507746,0.2,3849.94259253873
"Hemitragus jayakari","Hemitragus jayakari",1593,4873,23000,44400,21400,5.5,3890.90909090909
"Redunca arundinum|Redunca redunca","Redunca",4897,4896,51025.35,42845.679,-8179.67099999999,2.1,3895.08142857143
"Lagenorhynchus acutus","Lagenorhynchus acutus",1762,5005,182000,121000,-61000,15.6,3910.25641025641
"Sotalia fluviatilis","Sotalia fluviatilis",1766,5005,60000,121000,61000,15.6,3910.25641025641
"Capra sibirica","Capra sibirica",1591,4877,130000,96312.425,-33687.575,8.6,3917.15988372093
"Capra nubiana","Capra nubiana",1589,4877,62624.85,96312.425,33687.575,8.6,3917.15988372093
"Pseudois nayaur","Pseudois nayaur",1595,4880,45000,37125,-7875,2,3937.5
"Pseudois schaeferi","Pseudois schaeferi",1596,4880,29250,37125,7875,2,3937.5
"Gazella leptoceros","Gazella leptoceros",1611,4837,22200,25350,3150,0.8,3937.5
"Gazella subgutturosa","Gazella subgutturosa",1612,4837,28500,25350,-3150,0.8,3937.5
