"taxon","clade","node","preceding.node","mass.node","mass.preceding.node","mass.change","edge.length","mass.by.edge"
"Sciurus igniventris|Sciurus spadiceus|Sciurus arizonensis|Sciurus oculatus|Sciurus griseus|Sciurus alleni|Sciurus richmondi|Sciurus colliaei|Sciurus sanborni|Sciurus aureogaster|Sciurus pyrrhinus|Sciurus aestuans|Sciurus vulgaris","Sciurus",4473,4467,400.51008573654,678.402625437058,277.892539700518,0.1,2778.92539700518
"Ovis ammon|Ovis aries|Ovis vignei","Ovis",4865,4864,98367.3469387755,83939.2134330512,-14428.1335057243,5.1,2829.04578543613
"Cephalophus silvicultor","Cephalophus silvicultor",1627,4914,72500.3,64250.3,-8250,2.9,2844.8275862069
"Cephalophus spadix","Cephalophus spadix",1628,4914,56000.3,64250.3,8250,2.9,2844.8275862069
"Chrysocyon brachyurus","Chrysocyon brachyurus",1976,5220,23249.8,14075.8296540362,-9173.97034596375,3.2,2866.86573311367
"Acrobates pygmaeus|Distoechurus pennatus|Tarsipes rostratus|Dactylopsila tatei|Dactylopsila palpator|Dactylopsila trivirgata|Gymnobelideus leadbeateri|Petaurus breviceps|Petaurus norfolcensis|Petaurus abidi|Petaurus gracilis|Petaurus australis|Hemibelideus lemuroides|Petauroides volans|Petropseudes dahli|Pseudochirops albertisii|Pseudochirops archeri|Pseudochirops cupreus|Pseudochirops corinnae|Pseudocheirus mayeri|Pseudocheirus caroli|Pseudocheirus herbertensis|Pseudocheirus forbesi|Pseudocheirus canescens|Pseudocheirus peregrinus|Ailurops ursinus|Phalanger carmelitae|Phalanger vestitus|Phalanger orientalis|Phalanger sericeus|Phalanger lullulae|Strigocuscus gymnotis|Spilocuscus maculatus|Spilocuscus rufoniger|Phalanger matanim|Phalanger ornatus|Trichosurus arnhemensis|Trichosurus vulpecula|Trichosurus caninus|Wyulda squamicaudata|Burramys parvus|Cercartetus caudatus|Cercartetus nanus|Cercartetus lepidus|Cercartetus concinnus|Aepyprymnus rufescens|Potorous longipes|Potorous tridactylus|Dendrolagus bennettianus|Dendrolagus dorianus|Dendrolagus scottae|Dendrolagus goodfellowi|Dendrolagus spadix|Dendrolagus ursinus|Dendrolagus inustus|Dendrolagus lumholtzi|Lagorchestes conspicillatus|Lagorchestes hirsutus|Macropus parryi|Macropus rufogriseus|Macropus agilis|Macropus eugenii|Macropus irma|Macropus dorsalis|Macropus parma|Macropus antilopinus|Macropus rufus|Macropus robustus|Macropus bernardus|Macropus fuliginosus|Macropus giganteus|Wallabia bicolor|Onychogalea fraenata|Onychogalea unguifera|Setonix brachyurus|Petrogale penicillata|Petrogale inornata|Petrogale assimilis|Petrogale godmani|Petrogale persephone|Petrogale lateralis|Petrogale xanthopus|Petrogale rothschildi|Petrogale brachyotis|Petrogale burbidgei|Petrogale concinna|Thylogale billardierii|Thylogale stigmatica|Thylogale thetis|Dorcopsis muelleri|Dorcopsis luctuosa|Dorcopsis hageni|Dorcopsis atrata|Dorcopsulus macleayi|Dorcopsulus vanheurni|Lagostrophus fasciatus|Bettongia penicillata|Bettongia gaimardi|Bettongia lesueur|Hypsiprymnodon moschatus|Lasiorhinus krefftii|Lasiorhinus latifrons|Vombatus ursinus|Phascolarctos cinereus|Dromiciops gliroides|Antechinus bellus|Antechinus flavipes|Antechinus leo|Antechinus stuartii|Antechinus godmani|Antechinus minimus|Antechinus swainsonii|Antechinus melanurus|Antechinus naso|Murexia longicaudata|Murexia rothschildi|Phascogale calura|Phascogale tapoatafa|Myoictis melas|Pseudantechinus ningbing|Dasycercus byrnei|Dasycercus cristicauda|Dasyurus albopunctatus|Dasyurus geoffroii|Dasyurus viverrinus|Dasyurus maculatus|Dasyurus hallucatus|Sarcophilus laniarius|Neophascogale lorentzi|Phascolosorex dorsalis|Parantechinus bilarni|Pseudantechinus macdonnellensis|Pseudantechinus woolleyae|Dasykaluta rosamondae|Parantechinus apicalis|Ningaui ridei|Ningaui yvonnae|Ningaui timealeyi|Sminthopsis aitkeni|Sminthopsis griseoventer|Sminthopsis archeri|Sminthopsis gilberti|Sminthopsis murina|Sminthopsis dolichura|Sminthopsis leucopus|Sminthopsis hirtipes|Sminthopsis ooldea|Sminthopsis youngsoni|Sminthopsis psammophila|Sminthopsis longicaudata|Sminthopsis granulipes|Sminthopsis butleri|Sminthopsis douglasi|Sminthopsis virginiae|Sminthopsis macroura|Sminthopsis crassicaudata|Sminthopsis laniger|Planigale ingrami|Planigale gilesi|Planigale novaeguineae|Planigale tenuirostris|Planigale maculata|Myrmecobius fasciatus|Notoryctes typhlops|Microperoryctes papuensis|Echymipera davidi|Echymipera kalubu|Echymipera echinista|Echymipera rufescens|Echymipera clara|Microperoryctes longicauda|Peroryctes broadbenti|Peroryctes raffrayana|Perameles bougainville|Perameles gunnii|Perameles nasuta|Isoodon auratus|Isoodon obesulus|Isoodon macrourus|Macrotis lagotis|Rhyncholestes raphanurus|Lestoros inca|Caenolestes caniventer|Caenolestes convelatus|Caenolestes fuliginosus|Caluromys derbianus|Caluromys philander|Caluromys lanatus|Caluromysiops irrupta|Glironia venusta|Chironectes minimus|Didelphis albiventris|Didelphis aurita|Didelphis marsupialis|Didelphis virginiana|Philander andersoni|Philander opossum|Lutreolina crassicaudata|Metachirus nudicaudatus|Gracilinanus agilis|Gracilinanus microtarsus|Gracilinanus emiliae|Gracilinanus marica|Gracilinanus aceramarcae|Gracilinanus dryas|Marmosops noctivagus|Marmosops cracens|Marmosops fuscatus|Marmosops parvidens|Marmosops dorothea|Marmosops impavidus|Marmosops incanus|Marmosops handleyi|Marmosops invictus|Lestodelphys halli|Thylamys elegans|Thylamys pallidior|Thylamys macrura|Thylamys pusilla|Marmosa mexicana|Marmosa xerophila|Marmosa lepida|Marmosa tyleriana|Micoureus constantiae|Micoureus alstoni|Micoureus regina|Micoureus demerarae|Marmosa andersoni|Marmosa canescens|Marmosa rubra|Marmosa robinsoni|Marmosa murina|Monodelphis theresa|Monodelphis dimidiata|Monodelphis rubida|Monodelphis sorex|Monodelphis domestica|Monodelphis adusta|Monodelphis brevicaudata|Monodelphis iheringi|Monodelphis americana|Monodelphis emiliae|Monodelphis osgoodi|Monodelphis scalops|Monodelphis unistriata|Monodelphis kunsi","Metatheria",6229,3240,1279.92283441203,192700.327296378,191420.404461966,65.2,2935.89577395654
"Dama dama","Dama dama",1720,4962,52375,93176.9417937853,40801.9417937853,13.7,2978.24392655367
"Acrobates pygmaeus|Distoechurus pennatus|Tarsipes rostratus|Dactylopsila tatei|Dactylopsila palpator|Dactylopsila trivirgata|Gymnobelideus leadbeateri|Petaurus breviceps|Petaurus norfolcensis|Petaurus abidi|Petaurus gracilis|Petaurus australis","Diprotodontia",6238,6237,175.647639405024,473.720501950826,298.072862545802,0.1,2980.72862545802
"Phoca caspica|Phoca hispida|Phoca sibirica|Phoca largha|Phoca vitulina|Halichoerus grypus|Phoca fasciata|Phoca groenlandica|Cystophora cristata|Erignathus barbatus|Hydrurga leptonyx|Lobodon carcinophagus|Leptonychotes weddellii|Ommatophoca rossii|Mirounga angustirostris|Mirounga leonina|Monachus schauinslandi|Monachus monachus","Phocidae",5182,5168,345647.138629274,377283.69773182,31636.5591025463,10.5,3013.00562881393
"Cephalophus zebra","Cephalophus zebra",1637,4911,17500.1,42272.9835959518,24772.8835959518,8.2,3021.08336535998
"Hylochoerus meinertzhageni","Hylochoerus meinertzhageni",1812,5060,188500,118242.683215548,-70257.3167844523,23.1,3041.44228504122
"Chrotogale owstoni|Hemigalus derbyanus","Hemigalinae",5338,5337,2683.4375,3294.50085812357,611.06335812357,0.2,3055.31679061785
"Gazella dama|Gazella soemmerringii|Gazella granti","Gazella",4832,4830,55934.1573770492,41220.4337748794,-14713.7236021698,4.8,3065.35908378537
"Madoqua guentheri","Madoqua guentheri",1654,4842,7500,88810.5150884753,81310.5150884753,26.2,3103.45477436929
"Gazella bennettii|Gazella saudiya|Gazella leptoceros|Gazella subgutturosa|Gazella dorcas|Gazella gazella|Gazella spekei","Gazella",4834,4829,21420.1050322538,33248.887074977,11828.7820427232,3.8,3112.837379664
"Pseudalopex gymnocercus|Pseudalopex sechurae|Pseudalopex culpaeus|Pseudalopex griseus|Pseudalopex vetulus","Pseudalopex",5221,5220,6272.36097560976,14075.8296540362,7803.46867842649,2.5,3121.38747137059
"Tamandua tetradactyla|Tamandua mexicana","Tamandua",6167,6166,4862.55,11125.6132075472,6263.06320754717,2,3131.53160377359
"Trichechus inunguis|Trichechus manatus|Trichechus senegalensis","Trichechus",6223,6222,458161.920731707,402441.887310482,-55720.0334212255,17.7,3148.02448707489
"Ateles belzebuth|Ateles chamek|Ateles marginatus|Ateles fusciceps|Ateles geoffroyi","Ateles",4673,4672,6443.21493123772,6761.7740731385,318.559141900783,0.1,3185.59141900783
"Gazella leptoceros|Gazella subgutturosa","Gazella",4837,4835,25350,20840.4857142857,-4509.51428571429,1.4,3221.08163265306
"Ozotoceros bezoarticus","Ozotoceros bezoarticus",1695,4954,40000,57118.9842696629,17118.9842696629,5.2,3292.11235955056
"Stenella attenuata","Stenella attenuata",1751,5022,57400,96650,39250,11.9,3298.31932773109
"Stenella coeruleoalba","Stenella coeruleoalba",1752,5022,135900,96650,-39250,11.9,3298.31932773109
"Ovis aries","Ovis aries",1579,4866,50000,55000,5000,1.5,3333.33333333333
"Ovis vignei","Ovis vignei",1580,4866,60000,55000,-5000,1.5,3333.33333333333
"Phoca fasciata","Phoca fasciata",1942,5191,90000,105000,15000,4.5,3333.33333333333
"Phoca groenlandica","Phoca groenlandica",1943,5191,120000,105000,-15000,4.5,3333.33333333333
"Cercopithecus solatus","Cercopithecus solatus",1346,4596,6500,5821.42857142857,-678.571428571429,0.2,3392.85714285715
"Erignathus barbatus","Erignathus barbatus",1945,5183,280000,211073.571819254,-68926.4281807461,20.2,3412.19941488842
"Hippotragus equinus","Hippotragus equinus",1567,4850,269997.7,248748.5,-21249.2,6.1,3483.47540983607
"Hippotragus niger","Hippotragus niger",1568,4850,227499.3,248748.5,21249.2,6.1,3483.47540983607
"Poecilogale albinucha|Mustela nudipes|Mustela lutreola|Mustela sibirica|Mustela lutreolina|Mustela eversmannii|Mustela nigripes|Mustela putorius|Mustela nivalis|Mustela altaica|Mustela erminea|Mustela frenata|Mustela africana|Mustela felipei|Mustela kathiah|Mustela vison|Martes pennanti|Martes flavigula|Martes gwatkinsii|Martes americana|Martes melampus|Martes zibellina|Martes martes|Martes foina|Gulo gulo|Eira barbara|Galictis cuja|Galictis vittata|Lyncodon patagonicus|Ictonyx libyca|Ictonyx striatus|Vormela peregusna|Mellivora capensis","Mustelidae",5117,5095,3110.33529348131,4160.65699701955,1050.32170353824,0.3,3501.07234512747
"Cervus albirostris|Cervus unicolor|Cervus mariannus|Cervus elaphus|Cervus timorensis|Cervus duvaucelii|Cervus eldii|Elaphurus davidianus|Cervus nippon","Cervinae",4963,4962,110947.130555556,93176.9417937853,-17770.1887617702,5,3554.03775235405
"Mazama americana|Mazama chunyi|Mazama nana|Mazama rufina|Mazama gouazoupira|Mazama bricenii","Mazama",4949,4947,19099.8833333333,41405.4808528428,22305.5975195095,6.2,3597.67701927572
"Gorilla gorilla","Gorilla gorilla",1404,4652,124251,78351.6835820896,-45899.3164179104,12.7,3614.11940298507
"Hemitragus hylocrius","Hemitragus hylocrius",1592,4874,75000,55100,-19900,5.5,3618.18181818182
"Hemitragus jemlahicus","Hemitragus jemlahicus",1594,4874,35200,55100,19900,5.5,3618.18181818182
"Panthera leo|Panthera pardus|Panthera onca|Panthera tigris|Uncia uncia|Neofelis nebulosa|Pardofelis marmorata|Lynx canadensis|Lynx lynx|Lynx pardinus|Lynx rufus|Catopuma badia|Catopuma temminckii|Profelis aurata|Oncifelis guigna|Leopardus tigrinus|Oncifelis geoffroyi|Oncifelis colocolo|Oreailurus jacobita|Leopardus pardalis|Leopardus wiedii|Felis margarita|Felis nigripes|Felis silvestris|Felis bieti|Felis chaus|Otocolobus manul|Caracal caracal|Leptailurus serval|Prionailurus bengalensis|Prionailurus viverrinus|Prionailurus rubiginosus|Prionailurus planiceps|Herpailurus yaguarondi|Puma concolor","Failed taxon resolution",5240,5239,17035.1455796411,23216.9189913109,6181.7734116698,1.7,3636.33730098224
